Concentration,1,2,Vmax1,Km1,Vmax2,Km2,QH,Clint,ClH,Delta_Clint,Delta_ClH
4984.98,0.0477228,0.0461496,,,,,,0.047722798,0.046149661,2.42504E-09,-6.11899E-08
5005.01,0.0475359,0.0459748,,,,,,0.047535818,0.045974783,8.17043E-08,1.66662E-08
5025.03,0.0473504,0.0458014,,,,,,0.047350391,0.045801312,9.25723E-09,8.78479E-08
5045.05,0.0471664,0.0456292,,,,,,0.047166404,0.045629145,-4.20339E-09,5.48699E-08
5065.07,0.0469839,0.0454583,,,,,,0.046983842,0.045458268,5.80552E-08,3.23843E-08
5085.09,0.0468027,0.0452887,,,,,,0.046802687,0.045288665,1.25079E-08,3.48244E-08
5105.11,0.046623,0.0451204,,,,,,0.046622925,0.045120324,7.53763E-08,7.6409E-08
5125.13,0.0464446,0.0449533,,,,,,0.046444537,0.044953229,6.26339E-08,7.11462E-08
5145.15,0.0462676,0.0447874,,,,,,0.04626751,0.044787367,9.00104E-08,3.28373E-08
5165.17,0.0460919,0.0446228,,,,,,0.046091827,0.044622725,7.2997E-08,7.50808E-08
5185.19,0.0459175,0.0444593,,,,,,0.045917473,0.044459289,2.68501E-08,1.1276E-08
5205.21,0.0457445,0.0442971,,,,,,0.045744433,0.044297045,6.65963E-08,5.46264E-08
5225.23,0.0455727,0.044136,,,,,,0.045572693,0.044135982,7.03656E-09,1.81435E-08
5245.25,0.0454023,0.0439761,,,,,,0.045402237,0.043976085,6.27503E-08,1.46506E-08
5265.27,0.0452331,0.0438174,,,,,,0.045233052,0.043817343,4.80998E-08,5.67854E-08
5285.29,0.0450652,0.0436598,,,,,,0.045065123,0.043659743,7.72339E-08,5.70039E-08
5305.31,0.0448985,0.0435033,,,,,,0.044898436,0.043503272,6.40921E-08,2.75838E-08
5325.33,0.044733,0.043348,,,,,,0.044732978,0.043347919,2.24084E-08,8.0627E-08
5345.35,0.0445688,0.0431937,,,,,,0.044568734,0.043193672,6.57153E-08,2.80634E-08
5365.37,0.0444057,0.0430406,,,,,,0.044405693,0.043040518,7.34713E-09,8.16538E-08
5385.39,0.0442439,0.0428885,,,,,,0.04424384,0.042888447,6.04437E-08,5.29925E-08
5405.41,0.0440832,0.0427375,,,,,,0.044083162,0.042737446,3.79542E-08,5.35107E-08
5425.43,0.0439237,0.0425875,,,,,,0.043923647,0.042587506,5.26402E-08,-5.52094E-09
5445.45,0.0437653,0.0424386,,,,,,0.043765283,0.042438613,1.70792E-08,-1.29892E-08
5465.47,0.0436081,0.0422908,,,,,,0.043608056,0.042290758,4.36681E-08,4.20641E-08
5485.49,0.043452,0.042144,,,,,,0.043451955,0.04214393,4.46263E-08,7.04451E-08
5505.51,0.043297,0.0419981,,,,,,0.043296968,0.041998117,3.19987E-08,-1.71898E-08
5525.53,0.0431431,0.0418533,,,,,,0.043143082,0.04185331,1.76591E-08,-1.0331E-08
5545.55,0.0429903,0.0417095,,,,,,0.042990287,0.041709499,1.3313E-08,1.38653E-09
5565.57,0.0428386,0.0415667,,,,,,0.042838569,0.041566672,3.05007E-08,2.81859E-08
5585.59,0.042688,0.0414249,,,,,,0.042687919,0.04142482,8.06002E-08,8.01508E-08
5605.61,0.0425384,0.041284,,,,,,0.042538325,0.041283933,7.48299E-08,6.72274E-08
5625.63,0.0423898,0.041144,,,,,,0.042389776,0.041144001,2.42516E-08,-7.72599E-10
5645.65,0.0422423,0.041005,,,,,,0.04224226,0.041005014,3.97731E-08,-1.41703E-08
5665.67,0.0420958,0.040867,,,,,,0.042095768,0.040866963,3.21509E-08,3.65828E-08
5685.69,0.0419503,0.0407299,,,,,,0.041950288,0.040729839,1.19927E-08,6.09073E-08
5705.71,0.0418058,0.0405937,,,,,,0.04180581,0.040593632,-1.02399E-08,6.80975E-08
5725.73,0.0416624,0.0404584,,,,,,0.041662324,0.040458333,7.57713E-08,6.7324E-08
5745.75,0.0415198,0.040324,,,,,,0.04151982,0.040323932,-1.97969E-08,6.76354E-08
5765.77,0.0413783,0.0401905,,,,,,0.041378287,0.040190422,1.30934E-08,7.79606E-08
5785.79,0.0412377,0.0400578,,,,,,0.041237716,0.040057793,-1.56559E-08,7.11048E-09
5805.81,0.0410981,0.0399261,,,,,,0.041098096,0.039926036,3.72258E-09,6.37801E-08
5825.83,0.0409594,0.0397952,,,,,,0.040959419,0.039795143,-1.91353E-08,5.65505E-08
5845.85,0.0408217,0.0396651,,,,,,0.040821675,0.039665106,2.52766E-08,-6.10951E-09
5865.87,0.0406849,0.0395359,,,,,,0.040684854,0.039535916,4.63369E-08,-1.58414E-08
5885.89,0.040549,0.0394076,,,,,,0.040548947,0.039407564,5.32989E-08,3.56048E-08
5905.91,0.040414,0.0392801,,,,,,0.040413945,0.039280044,5.52928E-08,5.63723E-08
5925.93,0.0402799,0.0391534,,,,,,0.040279839,0.039153346,6.13276E-08,5.44992E-08
5945.95,0.0401466,0.0390275,,,,,,0.04014662,0.039027462,-1.97071E-08,3.79202E-08
5965.97,0.0400143,0.0389024,,,,,,0.040014279,0.038902386,2.09613E-08,1.44684E-08
5985.99,0.0398828,0.0387781,,,,,,0.039882808,0.038778108,-8.00985E-09,-8.12323E-09
6006.01,0.0397522,0.0386546,,,,,,0.039752198,0.038654622,1.92315E-09,-2.22204E-08
6026.03,0.0396225,0.0385319,,,,,,0.039622441,0.03853192,5.91926E-08,-2.02854E-08
6046.05,0.0394936,0.03841,,,,,,0.039493528,0.038409995,7.21211E-08,5.1236E-09
6066.07,0.0393655,0.0382889,,,,,,0.039365451,0.038288839,4.89232E-08,6.1355E-08
6086.09,0.0392382,0.0381685,,,,,,0.039238202,0.038168444,-2.29273E-09,5.56644E-08
6106.11,0.0391118,0.0380488,,,,,,0.039111774,0.038048805,2.64772E-08,-4.78319E-09
6126.13,0.0389862,0.0379299,,,,,,0.038986157,0.037929913,4.3134E-08,-1.29127E-08
6146.15,0.0388614,0.0378118,,,,,,0.038861345,0.037811762,5.54775E-08,3.82631E-08
6166.17,0.0387374,0.0376944,,,,,,0.038737329,0.037694344,7.1208E-08,5.56443E-08
6186.19,0.0386141,0.0375777,,,,,,0.038614102,0.037577654,-2.07215E-09,4.6046E-08
6206.21,0.0384917,0.0374617,,,,,,0.038491657,0.037461684,4.31429E-08,1.61988E-08
6226.23,0.03837,0.0373464,,,,,,0.038369986,0.037346427,1.42642E-08,-2.72495E-08
6246.25,0.0382491,0.0372319,,,,,,0.038249081,0.037231878,1.86092E-08,2.22676E-08
6266.27,0.038129,0.037118,,,,,,0.038128937,0.037118029,6.34037E-08,-2.87639E-08
6286.29,0.0380096,0.0370049,,,,,,0.038009544,0.037004874,5.57826E-08,2.60628E-08
6306.31,0.0378909,0.0368924,,,,,,0.037890897,0.036892407,2.79215E-09,-6.92322E-09
6326.33,0.037773,0.0367806,,,,,,0.037772989,0.036780621,1.13905E-08,-2.14696E-08
6346.35,0.0376558,0.0366695,,,,,,0.037655812,0.036669511,-1.15502E-08,-1.13995E-08
6366.37,0.0375394,0.0365591,,,,,,0.037539359,0.036559071,4.07569E-08,2.93893E-08
6386.39,0.0374236,0.0364493,,,,,,0.037423625,0.036449293,-2.49848E-08,6.9259E-09
6406.41,0.0373086,0.0363402,,,,,,0.037308602,0.036340173,-2.15451E-09,2.71672E-08
6426.43,0.0371943,0.0362317,,,,,,0.037194284,0.036231704,1.57875E-08,-4.001E-09
6446.45,0.0370807,0.0361239,,,,,,0.037080665,0.036123881,3.5301E-08,1.92369E-08
6466.47,0.0369678,0.0360167,,,,,,0.036967737,0.036016697,6.27672E-08,2.62757E-09
6486.49,0.0368555,0.0359102,,,,,,0.036855496,0.035910148,4.48974E-09,5.18497E-08
6506.51,0.036744,0.0358042,,,,,,0.036743933,0.035804227,6.66958E-08,-2.74851E-08
6526.53,0.0366331,0.0356989,,,,,,0.036633044,0.03569893,5.55376E-08,-2.98312E-08
6546.55,0.0365228,0.0355943,,,,,,0.036522823,0.03559425,-2.29069E-08,5.02921E-08
6566.57,0.0364133,0.0354902,,,,,,0.036413263,0.035490182,3.73676E-08,1.83013E-08
6586.59,0.0363044,0.0353867,,,,,,0.036304358,0.03538672,4.22944E-08,-2.04504E-08
6606.61,0.0361961,0.0352839,,,,,,0.036196102,0.035283861,-2.26412E-09,3.93281E-08
6626.63,0.0360885,0.0351816,,,,,,0.036088491,0.035181597,9.48498E-09,2.86673E-09
6646.65,0.0359815,0.0350799,,,,,,0.035981517,0.035079925,-1.67342E-08,-2.46653E-08
6666.67,0.0358752,0.0349789,,,,,,0.035875175,0.034978838,2.47348E-08,6.18416E-08
6686.69,0.0357695,0.0348783,,,,,,0.035769461,0.034878333,3.94819E-08,-3.25614E-08
6706.71,0.0356644,0.0347784,,,,,,0.035664367,0.034778403,3.3031E-08,-2.88121E-09
6726.73,0.0355599,0.0346791,,,,,,0.035559889,0.034679044,1.08415E-08,5.58181E-08
6746.75,0.035456,0.0345803,,,,,,0.035456022,0.034580252,-2.16909E-08,4.84164E-08
6766.77,0.0353528,0.034482,,,,,,0.035352759,0.03448202,4.07664E-08,-2.0262E-08
6786.79,0.0352501,0.0343844,,,,,,0.035250097,0.034384345,3.48433E-09,5.45526E-08
6806.81,0.035148,0.0342872,,,,,,0.035148028,0.034287222,-2.83275E-08,-2.24239E-08
6826.83,0.0350466,0.0341907,,,,,,0.03504655,0.034190647,5.04805E-08,5.3471E-08
6846.85,0.0349457,0.0340946,,,,,,0.034945655,0.034094613,4.49986E-08,-1.31524E-08
6866.87,0.0348454,0.0339991,,,,,,0.03484534,0.033999118,6.02586E-08,-1.77354E-08
6886.89,0.0347456,0.0339042,,,,,,0.034745599,0.033904156,1.23471E-09,4.42296E-08
6906.91,0.0346464,0.0338097,,,,,,0.034646427,0.033809723,-2.71556E-08,-2.27998E-08
6926.93,0.0345478,0.0337158,,,,,,0.03454782,0.033715814,-2.0051E-08,-1.44157E-08
6946.95,0.0344498,0.0336224,,,,,,0.034449773,0.033622426,2.73549E-08,-2.62591E-08
6966.97,0.0343523,0.0335296,,,,,,0.03435228,0.033529554,1.98138E-08,4.59811E-08
6986.99,0.0342554,0.0334372,,,,,,0.034255338,0.033437193,6.2024E-08,6.5683E-09
7007.01,0.034159,0.0333454,,,,,,0.034158941,0.03334534,5.86308E-08,5.97191E-08
7027.03,0.0340631,0.033254,,,,,,0.034063086,0.03325399,1.42273E-08,9.60384E-09
7047.05,0.0339678,0.0331632,,,,,,0.033967767,0.03316314,3.33553E-08,6.03474E-08
7067.07,0.033873,0.0330728,,,,,,0.033872979,0.033072784,2.05059E-08,1.60297E-08
7087.09,0.0337787,0.0329829,,,,,,0.03377872,0.032982919,-1.98799E-08,-1.93139E-08
7107.11,0.033685,0.0328936,,,,,,0.033684983,0.032893542,1.65898E-08,5.83085E-08
7127.13,0.0335918,0.0328047,,,,,,0.033591766,0.032804647,3.4258E-08,5.28455E-08
7147.15,0.0334991,0.0327162,,,,,,0.033499063,0.032716232,3.74201E-08,-3.17968E-08
7167.17,0.0334069,0.0326283,,,,,,0.03340687,0.032628292,3.03239E-08,8.2456E-09
7187.19,0.0333152,0.0325408,,,,,,0.033315183,0.032540823,1.71707E-08,-2.32046E-08
7207.21,0.033224,0.0324538,,,,,,0.033223998,0.032453822,2.11592E-09,-2.23658E-08
7227.23,0.0331333,0.0323673,,,,,,0.033133311,0.032367285,-1.07306E-08,1.45036E-08
7247.25,0.0330431,0.0322812,,,,,,0.033043117,0.032281209,-1.73036E-08,-8.89492E-09
7267.27,0.0329534,0.0321956,,,,,,0.032953414,0.032195589,-1.35822E-08,1.1101E-08
7287.29,0.0328642,0.0321104,,,,,,0.032864196,0.032110422,4.41129E-09,-2.18849E-08
7307.31,0.0327755,0.0320257,,,,,,0.032775459,0.032025704,4.06113E-08,-4.26754E-09
7327.33,0.0326872,0.0319414,,,,,,0.032687201,0.031941432,-1.08999E-09,-3.24991E-08
7347.35,0.0325994,0.0318576,,,,,,0.032599417,0.031857603,-1.68422E-08,-3.06934E-09
7367.37,0.0325121,0.0317742,,,,,,0.032512103,0.031774213,-2.83634E-09,-1.25046E-08
7387.39,0.0324253,0.0316913,,,,,,0.032425255,0.031691257,4.46961E-08,4.26325E-08
7407.41,0.0323389,0.0316087,,,,,,0.032338871,0.031608734,2.94833E-08,-3.42565E-08
7427.43,0.032253,0.0315267,,,,,,0.032252945,0.03152664,5.52138E-08,6.01945E-08
7447.45,0.0321675,0.031445,,,,,,0.032167474,0.031444971,2.55372E-08,2.93168E-08
7467.47,0.0320825,0.0313637,,,,,,0.032082456,0.031363724,4.40645E-08,-2.35925E-08
7487.49,0.0319979,0.0312829,,,,,,0.031997886,0.031282895,1.43684E-08,4.72921E-09
7507.51,0.0319138,0.0312025,,,,,,0.03191376,0.031202482,3.99843E-08,1.75115E-08
7527.53,0.0318301,0.0311225,,,,,,0.031830076,0.031122482,2.44103E-08,1.79505E-08
7547.55,0.0317468,0.0310429,,,,,,0.031746829,0.031042891,-2.88919E-08,9.20969E-09
7567.57,0.031664,0.0309637,,,,,,0.031664016,0.030963706,-1.64969E-08,-5.57955E-09
7587.59,0.0315816,0.0308849,,,,,,0.031581635,0.030884923,-3.50148E-08,-2.33179E-08
7607.61,0.0314997,0.0308066,,,,,,0.031499681,0.030806541,1.8909E-08,5.90626E-08
7627.63,0.0314182,0.0307286,,,,,,0.031418151,0.030728555,4.85945E-08,4.45988E-08
7647.65,0.0313371,0.030651,,,,,,0.031337043,0.030650964,5.73272E-08,3.62968E-08
7667.67,0.0312564,0.0305738,,,,,,0.031256352,0.030573763,4.8359E-08,3.71327E-08
7687.69,0.0311761,0.030497,,,,,,0.031176075,0.03049695,2.49082E-08,5.00522E-08
7707.71,0.0310962,0.0304205,,,,,,0.03109621,0.030420522,-9.83969E-09,-2.2028E-08
7727.73,0.0310168,0.0303445,,,,,,0.031016753,0.030344476,4.72681E-08,2.37794E-08
7747.75,0.0309377,0.0302688,,,,,,0.030937701,0.03026881,-6.47626E-10,-9.66731E-09
7767.77,0.0308591,0.0301935,,,,,,0.03085905,0.03019352,4.9502E-08,-1.95379E-08
7787.79,0.0307808,0.0301186,,,,,,0.030780799,0.030118603,7.74687E-10,-3.03044E-09
7807.81,0.030703,0.0300441,,,,,,0.030702944,0.030044057,5.61971E-08,4.26293E-08
7827.83,0.0306255,0.0299699,,,,,,0.030625481,0.02996988,1.87654E-08,2.01881E-08
7847.85,0.0305484,0.0298961,,,,,,0.030548409,0.029896068,-8.55434E-09,3.23658E-08
7867.87,0.0304717,0.0298226,,,,,,0.030471723,0.029822618,-2.2826E-08,-1.81445E-08
7887.89,0.0303954,0.0297495,,,,,,0.030395421,0.029749529,-2.11427E-08,-2.86763E-08
7907.91,0.0303195,0.0296768,,,,,,0.030319501,0.029676797,-6.26728E-10,3.41097E-09
7927.93,0.030244,0.0296044,,,,,,0.030243958,0.029604419,4.1571E-08,-1.92678E-08
7947.95,0.0301688,0.0295324,,,,,,0.030168792,0.029532394,8.27134E-09,5.87674E-09
7967.97,0.030094,0.0294607,,,,,,0.030093998,0.029460719,2.26699E-09,-1.85912E-08
7987.99,0.0300196,0.0293894,,,,,,0.030019574,0.02938939,2.63231E-08,9.8677E-09
8008.01,0.0299455,0.0293184,,,,,,0.029945517,0.029318406,-1.68224E-08,-6.23164E-09
8028.03,0.0298718,0.0292478,,,,,,0.029871824,0.029247764,-2.44585E-08,3.56014E-08
8048.05,0.0297985,0.0291775,,,,,,0.029798494,0.029177462,6.09887E-09,3.78335E-08
8068.07,0.0297255,0.0291075,,,,,,0.029725522,0.029107497,-2.24921E-08,2.90755E-09
8088.09,0.0296529,0.0290379,,,,,,0.029652908,0.029037867,-7.59942E-09,3.32433E-08
8108.11,0.0295807,0.0289686,,,,,,0.029580647,0.028968569,5.33833E-08,3.12373E-08
8128.13,0.0295087,0.0288996,,,,,,0.029508737,0.028899601,-3.69629E-08,-7.36836E-10
8148.15,0.0294372,0.028831,,,,,,0.029437176,0.02883096,2.3918E-08,3.96721E-08
8168.17,0.029366,0.0287627,,,,,,0.029365961,0.028762645,3.85572E-08,5.4793E-08
8188.19,0.0292951,0.0286947,,,,,,0.029295091,0.028694653,9.46164E-09,4.69328E-08
8208.21,0.0292246,0.028627,,,,,,0.029224561,0.028626982,3.91139E-08,1.83764E-08
8228.23,0.0291544,0.0285596,,,,,,0.02915437,0.028559629,2.99729E-08,-2.86125E-08
8248.25,0.0290845,0.0284926,,,,,,0.029084516,0.028492592,-1.55261E-08,8.20843E-09
8268.27,0.029015,0.0284259,,,,,,0.029014995,0.028425869,5.02886E-09,3.10605E-08
8288.29,0.0289458,0.0283595,,,,,,0.028945806,0.028359458,-5.97322E-09,4.21443E-08
8308.31,0.028877,0.0282934,,,,,,0.028876946,0.028293356,5.38339E-08,4.36399E-08
8328.33,0.0288084,0.0282276,,,,,,0.028808413,0.028227562,-1.3206E-08,3.77071E-08
8348.35,0.0287402,0.0281621,,,,,,0.028740205,0.028162074,-4.77128E-09,2.64856E-08
8368.37,0.0286723,0.0280969,,,,,,0.028672319,0.028096888,-1.85623E-08,1.20953E-08
8388.39,0.0286048,0.028032,,,,,,0.028604752,0.028032003,4.76988E-08,-3.36351E-09
8408.41,0.0285375,0.0279674,,,,,,0.028537504,0.027967418,-3.73123E-09,-1.78097E-08
8428.43,0.0284706,0.0279031,,,,,,0.028470571,0.027903129,2.93829E-08,-2.91816E-08
8448.45,0.028404,0.0278391,,,,,,0.028403951,0.027839135,4.92556E-08,-3.54361E-08
8468.47,0.0283376,0.0277754,,,,,,0.028337642,0.027775435,-4.19193E-08,-3.4549E-08
8488.49,0.0282716,0.027712,,,,,,0.028271642,0.027712025,-4.19684E-08,-2.45146E-08
8508.51,0.028206,0.0276489,,,,,,0.028205949,0.027648903,5.12614E-08,-3.34547E-09
8528.53,0.0281406,0.0275861,,,,,,0.02814056,0.027586069,3.99032E-08,3.09279E-08
8548.55,0.0280755,0.0275235,,,,,,0.028075474,0.02752352,2.60706E-08,-1.9743E-08
8568.57,0.0280107,0.0274613,,,,,,0.028010688,0.027461253,1.18574E-08,4.65758E-08
8588.59,0.0279462,0.0273993,,,,,,0.027946201,0.027399268,-6.61609E-10,3.18006E-08
8608.61,0.027882,0.0273376,,,,,,0.027882009,0.027337562,-9.43095E-09,3.78306E-08
8628.63,0.0278181,0.0272761,,,,,,0.027818112,0.027276133,-1.24138E-08,-3.3452E-08
8648.65,0.0277545,0.027215,,,,,,0.027754508,0.02721498,-7.59215E-09,1.98179E-08
8668.67,0.0276912,0.0271541,,,,,,0.027691193,0.027154101,7.03382E-09,-5.11122E-10
8688.69,0.0276282,0.0270935,,,,,,0.027628167,0.027093493,3.34456E-08,7.39292E-09
8708.71,0.0275654,0.0270332,,,,,,0.027565426,0.027033155,-2.63934E-08,4.53458E-08
8728.73,0.027503,0.0269731,,,,,,0.027502971,0.026973085,2.94626E-08,1.51469E-08
8748.75,0.0274408,0.0269133,,,,,,0.027440797,0.026913281,2.94175E-09,1.858E-08
8768.77,0.0273789,0.0268537,,,,,,0.027378904,0.026853743,-4.04531E-09,-4.25871E-08
8788.79,0.0273173,0.0267945,,,,,,0.02731729,0.026794467,1.0395E-08,3.33978E-08
8808.81,0.027256,0.0267355,,,,,,0.027255952,0.026735452,4.81391E-08,4.82714E-08
8828.83,0.0271949,0.0266767,,,,,,0.027194889,0.026676696,1.10467E-08,3.7553E-09
8848.85,0.0271341,0.0266182,,,,,,0.027134099,0.026618198,9.60968E-10,1.55584E-09
8868.87,0.0270736,0.02656,,,,,,0.02707358,0.026559957,1.97084E-08,4.33645E-08
8888.89,0.0270133,0.026502,,,,,,0.027013331,0.026501969,-3.09005E-08,3.0858E-08
8908.91,0.0269534,0.0264442,,,,,,0.026953349,0.026444234,5.09284E-08,-3.43015E-08
8928.93,0.0268936,0.0263868,,,,,,0.026893633,0.02638675,-3.30264E-08,4.95335E-08
8948.95,0.0268342,0.0263295,,,,,,0.026834181,0.026329516,1.89977E-08,-1.60036E-08
8968.97,0.026775,0.0262725,,,,,,0.026774991,0.026272529,8.74779E-09,-2.92936E-08
8988.99,0.0267161,0.0262158,,,,,,0.026716062,0.026215789,3.79556E-08,1.12687E-08
9009.01,0.0266574,0.0261593,,,,,,0.026657392,0.026159293,8.33771E-09,7.2747E-09
9029.03,0.026599,0.026103,,,,,,0.026598978,0.02610304,2.15955E-08,-3.96979E-08
9049.05,0.0265408,0.026047,,,,,,0.026540821,0.026047028,-2.05844E-08,-2.8085E-08
9069.07,0.0264829,0.0259913,,,,,,0.026482917,0.025991256,-1.65301E-08,4.36642E-08
9089.09,0.0264253,0.0259357,,,,,,0.026425265,0.025935723,3.54156E-08,-2.29129E-08
9109.11,0.0263679,0.0258804,,,,,,0.026367863,0.025880426,3.68957E-08,-2.62918E-08
9129.13,0.0263107,0.0258254,,,,,,0.02631071,0.025825365,-1.04611E-08,3.50389E-08
9149.15,0.0262538,0.0257705,,,,,,0.026253805,0.025770537,-5.04034E-09,-3.74223E-08
9169.17,0.0261971,0.0257159,,,,,,0.026197145,0.025715942,-4.52413E-08,-4.21895E-08
9189.19,0.0261407,0.0256616,,,,,,0.026140729,0.025661578,-2.94771E-08,2.22107E-08
9209.21,0.0260846,0.0256074,,,,,,0.026084556,0.025607443,4.38253E-08,-4.2761E-08
9229.23,0.0260286,0.0255535,,,,,,0.026028624,0.025553536,-2.37742E-08,-3.56558E-08
9249.25,0.0259729,0.0254999,,,,,,0.025972931,0.025499855,-3.07293E-08,4.49625E-08
9269.27,0.0259175,0.0254464,,,,,,0.025917476,0.025446399,2.44931E-08,5.18359E-10
9289.29,0.0258623,0.0253932,,,,,,0.025862257,0.025393168,4.34132E-08,3.24242E-08
9309.31,0.0258073,0.0253402,,,,,,0.025807272,0.025340158,2.75381E-08,4.20807E-08
9329.33,0.0257525,0.0252874,,,,,,0.025752522,0.025287369,-2.16378E-08,3.08769E-08
9349.35,0.025698,0.0252348,,,,,,0.025698003,0.0252348,-2.6328E-09,1.90029E-10
9369.37,0.0256437,0.0251825,,,,,,0.025643714,0.025182449,-1.39777E-08,5.13862E-08
9389.39,0.0255897,0.0251303,,,,,,0.025589654,0.025130314,4.57843E-08,-1.41798E-08
9409.41,0.0255358,0.0250784,,,,,,0.025535822,0.025078395,-2.19022E-08,4.83533E-09
9429.43,0.0254822,0.0250267,,,,,,0.025482216,0.02502669,-1.56048E-08,9.76411E-09
9449.45,0.0254288,0.0249752,,,,,,0.025428834,0.024975198,-3.39031E-08,1.92795E-09
9469.47,0.0253757,0.0249239,,,,,,0.025375675,0.024923917,2.46115E-08,-1.73625E-08
9489.49,0.0253227,0.0248728,,,,,,0.025322739,0.024872847,-3.86643E-08,-4.68075E-08
9509.51,0.02527,0.024822,,,,,,0.025270022,0.024821985,-2.23453E-08,1.48822E-08
9529.53,0.0252175,0.0247713,,,,,,0.025217525,0.024771331,-2.50579E-08,-3.10146E-08
9549.55,0.0251652,0.0247209,,,,,,0.025165245,0.024720883,-4.54397E-08,1.67702E-08
9569.57,0.0251132,0.0246706,,,,,,0.025113182,0.024670641,1.78601E-08,-4.05052E-08
9589.59,0.0250613,0.0246206,,,,,,0.025061334,0.024620602,-3.38185E-08,-1.5933E-09
9609.61,0.0250097,0.0245708,,,,,,0.025009699,0.024570765,8.53096E-10,3.47437E-08
9629.63,0.0249583,0.0245211,,,,,,0.024958277,0.02452113,2.31929E-08,-3.02665E-08
9649.65,0.0249071,0.0244717,,,,,,0.024907065,0.024471695,3.45079E-08,4.59372E-09
9669.67,0.0248561,0.0244225,,,,,,0.024856064,0.024422459,3.60944E-08,4.05324E-08
9689.69,0.0248053,0.0243734,,,,,,0.024805271,0.024373421,2.92381E-08,-2.12522E-08
9709.71,0.0247547,0.0243246,,,,,,0.024754685,0.02432458,1.52144E-08,2.04286E-08
9729.73,0.0247043,0.0242759,,,,,,0.024704305,0.024275933,-4.71193E-09,-3.32462E-08
9749.75,0.0246541,0.0242275,,,,,,0.024654129,0.024227481,-2.92863E-08,1.88933E-08
9769.77,0.0246042,0.0241792,,,,,,0.024604157,0.024179222,4.27357E-08,-2.19926E-08
9789.79,0.0245544,0.0241312,,,,,,0.024554387,0.024131155,1.25884E-08,4.52473E-08
9809.81,0.0245048,0.0240833,,,,,,0.024504819,0.024083278,-1.85037E-08,2.17551E-08
9829.83,0.0244554,0.0240356,,,,,,0.024455449,0.024035591,-4.93262E-08,8.66373E-09
9849.85,0.0244063,0.0239881,,,,,,0.024406279,0.023988093,2.13256E-08,7.09725E-09
9869.87,0.0243573,0.0239408,,,,,,0.024357305,0.023940782,-5.35302E-09,1.81708E-08
9889.89,0.0243085,0.0238937,,,,,,0.024308528,0.023893657,-2.81767E-08,4.29909E-08
9909.91,0.0242599,0.0238467,,,,,,0.024259946,0.023846717,-4.59694E-08,-1.73449E-08
9929.93,0.0242116,0.0238,,,,,,0.024211558,0.023799962,4.24355E-08,3.82526E-08
9949.95,0.0241634,0.0237534,,,,,,0.024163362,0.023753389,3.81955E-08,1.08639E-08
9969.97,0.0241154,0.023707,,,,,,0.024115358,0.023706998,4.24586E-08,1.56115E-09
