Concentration,1,2,Vmax1,Km1,Vmax2,Km2,QH,Clint,ClH,Delta_Clint,Delta_ClH
14995,0.0160914,0.0159085,,,,,,0.016091374,0.015908524,2.62969E-08,-2.37031E-08
15015,0.0160701,0.0158877,,,,,,0.016070092,0.015887723,7.97974E-09,-2.26171E-08
15035,0.0160488,0.0158669,,,,,,0.016048867,0.015866976,-6.65554E-08,-7.58567E-08
15055.1,0.0160276,0.0158462,,,,,,0.016027591,0.01584618,8.62104E-09,2.01182E-08
15075.1,0.0160065,0.0158256,,,,,,0.016006478,0.015825541,2.20379E-08,5.85949E-08
15095.1,0.0159854,0.015805,,,,,,0.01598542,0.015804957,-2.00981E-08,4.33813E-08
15115.1,0.0159644,0.0157844,,,,,,0.015964418,0.015784425,-1.75682E-08,-2.53134E-08
15135.1,0.0159434,0.0157639,,,,,,0.01594347,0.015763947,-7.01544E-08,-4.72809E-08
15155.2,0.0159225,0.0157435,,,,,,0.015922473,0.01574342,2.66848E-08,7.96777E-08
15175.2,0.0159017,0.0157231,,,,,,0.015901636,0.015723048,6.42422E-08,5.15207E-08
15195.2,0.0158809,0.0157027,,,,,,0.015880853,0.015702729,4.73312E-08,-2.929E-08
15215.2,0.0158601,0.0156824,,,,,,0.015860124,0.015682463,-2.38351E-08,-6.25507E-08
15235.2,0.0158394,0.0156622,,,,,,0.015839449,0.015662248,-4.90443E-08,-4.80586E-08
15255.3,0.0158188,0.015642,,,,,,0.015818725,0.015641985,7.48843E-08,1.507E-08
15275.3,0.0157982,0.0156219,,,,,,0.015798158,0.015621875,4.19536E-08,2.54134E-08
15295.3,0.0157776,0.0156018,,,,,,0.015777644,0.015601816,-4.43892E-08,-1.58871E-08
15315.3,0.0157572,0.0155818,,,,,,0.015757184,0.015581809,1.60637E-08,-8.63291E-09
15335.3,0.0157367,0.0155618,,,,,,0.015736776,0.015561853,-7.64808E-08,-5.26263E-08
15355.4,0.0157164,0.0155419,,,,,,0.01571632,0.015541848,7.98237E-08,5.17263E-08
15375.4,0.015696,0.015522,,,,,,0.015696018,0.015521994,-1.83625E-08,5.57293E-09
15395.4,0.0156758,0.0155022,,,,,,0.015675769,0.015502191,3.10686E-08,8.7599E-09
15415.4,0.0156556,0.0154824,,,,,,0.015655572,0.015482439,2.83194E-08,-3.85192E-08
15435.4,0.0156354,0.0154627,,,,,,0.015635426,0.015462736,-2.64086E-08,-3.60716E-08
15455.5,0.0156153,0.015443,,,,,,0.015615233,0.015442986,6.74226E-08,1.44307E-08
15475.5,0.0155952,0.0154234,,,,,,0.015595191,0.015423383,9.0796E-09,1.66567E-08
15495.5,0.0155752,0.0154038,,,,,,0.015575201,0.015403831,-6.43099E-10,-3.08176E-08
15515.5,0.0155552,0.0153843,,,,,,0.015555262,0.015384328,-6.15482E-08,-2.78034E-08
15535.5,0.0155353,0.0153648,,,,,,0.015535373,0.015364874,-7.34394E-08,-7.41129E-08
15555.6,0.0155155,0.0153454,,,,,,0.015515437,0.015345373,6.29379E-08,2.73405E-08
15575.6,0.0154957,0.015326,,,,,,0.015495651,0.015326017,4.9407E-08,-1.73008E-08
15595.6,0.0154759,0.0153067,,,,,,0.015475915,0.015306711,-1.45262E-08,-1.07072E-08
15615.6,0.0154562,0.0152874,,,,,,0.015456229,0.015287453,-2.86691E-08,-5.26944E-08
15635.6,0.0154366,0.0152682,,,,,,0.015436593,0.015268243,7.16949E-09,-4.30793E-08
15655.7,0.015417,0.015249,,,,,,0.015416909,0.015248986,9.09852E-08,1.40064E-08
15675.7,0.0153974,0.0152299,,,,,,0.015397373,0.015229873,2.71093E-08,2.71319E-08
15695.7,0.0153779,0.0152108,,,,,,0.015377886,0.015210808,1.37842E-08,-7.59544E-09
15715.7,0.0153584,0.0151918,,,,,,0.015358449,0.01519179,-4.88026E-08,1.00037E-08
15735.7,0.015339,0.0151728,,,,,,0.01533906,0.01517282,-6.04646E-08,-1.98919E-08
15755.8,0.0153197,0.0151538,,,,,,0.015319624,0.015153803,7.55586E-08,-2.60941E-09
15775.8,0.0153004,0.015135,,,,,,0.015300334,0.015134927,6.60591E-08,7.28022E-08
15795.8,0.0152811,0.0151161,,,,,,0.015281092,0.015116099,8.03942E-09,1.25019E-09
15815.8,0.0152619,0.0150973,,,,,,0.015261898,0.015097317,1.68239E-09,-1.70902E-08
15835.8,0.0152427,0.0150785,,,,,,0.015242753,0.015078582,-5.28301E-08,-8.2045E-08
15855.9,0.0152236,0.0150598,,,,,,0.01522356,0.0150598,4.00503E-08,-1.14045E-10
15875.9,0.0152045,0.0150412,,,,,,0.01520451,0.015041158,-1.04695E-08,4.19908E-08
15895.9,0.0151855,0.0150226,,,,,,0.015185509,0.015022562,-8.60351E-09,3.79997E-08
15915.9,0.0151665,0.015004,,,,,,0.015166554,0.015004012,-5.41735E-08,-1.19167E-08
15935.9,0.0151476,0.0149855,,,,,,0.015147647,0.014985508,-4.70021E-08,-7.58847E-09
15956,0.0151287,0.014967,,,,,,0.015128693,0.014966957,7.26972E-09,4.3333E-08
15976,0.0151099,0.0149486,,,,,,0.01510988,0.014948544,2.02186E-08,5.64302E-08
15996,0.0150911,0.0149302,,,,,,0.015091114,0.014930176,-1.35632E-08,2.42777E-08
16016,0.0150724,0.0149118,,,,,,0.015072394,0.014911853,6.09805E-09,-5.2958E-08
16036,0.0150537,0.0148935,,,,,,0.015053721,0.014893575,-2.06245E-08,-7.5111E-08
16056.1,0.015035,0.0148753,,,,,,0.015035001,0.014875251,-5.39097E-10,4.90368E-08
16076.1,0.0150164,0.0148571,,,,,,0.01501642,0.014857063,-1.97433E-08,3.73205E-08
16096.1,0.0149979,0.0148389,,,,,,0.014997885,0.014838919,1.51835E-08,-1.88199E-08
16116.1,0.0149794,0.0148208,,,,,,0.014979396,0.014820819,4.41101E-09,-1.92218E-08
16136.1,0.0149609,0.0148027,,,,,,0.014960952,0.014802764,-5.1892E-08,-6.37235E-08
16156.2,0.0149425,0.0147847,,,,,,0.014942462,0.014784662,3.83204E-08,3.77837E-08
16176.2,0.0149241,0.0147667,,,,,,0.014924109,0.014766695,-8.76609E-09,5.34615E-09
16196.2,0.0149058,0.0147488,,,,,,0.014905801,0.014748771,-8.80831E-10,2.92902E-08
16216.2,0.0148875,0.0147309,,,,,,0.014887538,0.01473089,-3.78583E-08,9.7745E-09
16236.2,0.0148693,0.014713,,,,,,0.01486932,0.014713053,-1.95338E-08,-5.30431E-08
16256.3,0.0148511,0.0146952,,,,,,0.014851055,0.01469517,4.50139E-08,2.98567E-08
16276.3,0.0148329,0.0146774,,,,,,0.014832926,0.014677419,-2.57882E-08,-1.93086E-08
16296.3,0.0148148,0.0146597,,,,,,0.014814841,0.014659711,-4.07982E-08,-1.1306E-08
16316.3,0.0147968,0.014642,,,,,,0.0147968,0.014642046,1.45327E-10,-4.59805E-08
16336.3,0.0147788,0.0146244,,,,,,0.014778803,0.014624423,-2.79683E-09,-2.31781E-08
16356.4,0.0147608,0.0146068,,,,,,0.01476076,0.014606755,4.01923E-08,4.50504E-08
16376.4,0.0147429,0.0145892,,,,,,0.01474285,0.014589217,4.97403E-08,-1.69448E-08
16396.4,0.014725,0.0145717,,,,,,0.014724984,0.014571721,1.58809E-08,-2.10045E-08
16416.4,0.0147071,0.0145543,,,,,,0.014707161,0.014554267,-6.12283E-08,3.30224E-08
16436.4,0.0146893,0.0145368,,,,,,0.014689381,0.014536855,-8.14304E-08,-5.47135E-08
16456.5,0.0146716,0.0145194,,,,,,0.014671556,0.014519397,4.40073E-08,2.68631E-09
16476.5,0.0146539,0.0145021,,,,,,0.014653862,0.014502068,3.78732E-08,3.1666E-08
16496.5,0.0146362,0.0144848,,,,,,0.014636211,0.014484781,-1.08869E-08,1.93306E-08
16516.5,0.0146186,0.0144675,,,,,,0.014618602,0.014467534,-2.11939E-09,-3.41724E-08
16536.5,0.014601,0.0144503,,,,,,0.014601036,0.014450329,-3.5671E-08,-2.86962E-08
16556.6,0.0145835,0.0144331,,,,,,0.014583424,0.014433078,7.61263E-08,2.16261E-08
16576.6,0.014566,0.014416,,,,,,0.014565942,0.014415955,5.8183E-08,4.52955E-08
16596.6,0.0145485,0.0143989,,,,,,0.014548502,0.014398872,-1.62376E-09,2.83813E-08
16616.6,0.0145311,0.0143818,,,,,,0.014531103,0.014381829,-3.14381E-09,-2.89722E-08
16636.6,0.0145137,0.0143648,,,,,,0.014513746,0.014364827,-4.62277E-08,-2.66218E-08
16656.7,0.0144964,0.0143478,,,,,,0.014496344,0.01434778,5.57471E-08,2.02857E-08
16676.7,0.0144791,0.0143309,,,,,,0.01447907,0.014330858,2.97752E-08,4.2272E-08
16696.7,0.0144618,0.014314,,,,,,0.014461837,0.014313976,-3.73156E-08,2.43892E-08
16716.7,0.0144446,0.0142971,,,,,,0.014444645,0.014297133,-4.53786E-08,-3.3222E-08
16736.7,0.0144275,0.0142803,,,,,,0.014427494,0.01428033,5.73196E-09,-3.04214E-08
16756.8,0.0144103,0.0142635,,,,,,0.014410298,0.014263483,1.61167E-09,1.66482E-08
16776.8,0.0143932,0.0142468,,,,,,0.014393229,0.01424676,-2.86976E-08,4.04936E-08
16796.8,0.0143762,0.0142301,,,,,,0.014376199,0.014230075,6.0119E-10,2.51678E-08
16816.8,0.0143592,0.0142134,,,,,,0.01435921,0.014213429,-1.03487E-08,-2.91919E-08
16836.8,0.0143422,0.0141968,,,,,,0.014342261,0.014196822,-6.14048E-08,-2.24486E-08
16856.9,0.0143253,0.0141802,,,,,,0.014325268,0.014180172,3.20195E-08,2.82766E-08
16876.9,0.0143084,0.0141637,,,,,,0.014308399,0.014163643,9.77233E-10,5.74411E-08
16896.9,0.0142916,0.0141472,,,,,,0.01429157,0.014147152,3.0253E-08,4.81158E-08
16916.9,0.0142748,0.0141307,,,,,,0.01427478,0.0141307,1.99867E-08,4.35063E-10
16936.9,0.014258,0.0141143,,,,,,0.01425803,0.014114285,-2.96825E-08,1.45326E-08
16957,0.0142413,0.0140979,,,,,,0.014241235,0.014097828,6.48409E-08,7.2326E-08
16977,0.0142246,0.0140815,,,,,,0.014224563,0.01408149,3.65857E-08,1.01891E-08
16997,0.0142079,0.0140652,,,,,,0.014207931,0.01406519,-3.0658E-08,1.02284E-08
17017,0.0141913,0.0140489,,,,,,0.014191337,0.014048927,-3.67536E-08,-2.7425E-08
17037,0.0141748,0.0140327,,,,,,0.014174782,0.014032703,1.84349E-08,-2.64036E-09
17057.1,0.0141582,0.0140165,,,,,,0.014158182,0.014016434,1.75291E-08,6.55551E-08
17077.1,0.0141417,0.0140003,,,,,,0.014141705,0.014000285,-4.50075E-09,1.54189E-08
17097.1,0.0141253,0.0139842,,,,,,0.014125265,0.013984172,3.51583E-08,2.81094E-08
17117.1,0.0141088,0.0139681,,,,,,0.014108863,0.013968096,-6.33604E-08,3.75486E-09
17137.1,0.0140925,0.013952,,,,,,0.0140925,0.013952058,7.61503E-11,-5.75171E-08
17157.2,0.0140761,0.013936,,,,,,0.014076093,0.013935976,7.13265E-09,2.43381E-08
17177.2,0.0140598,0.01392,,,,,,0.014059805,0.013920011,-5.31302E-09,-1.05712E-08
17197.2,0.0140436,0.0139041,,,,,,0.014043555,0.013904082,4.4592E-08,1.79821E-08
17217.2,0.0140273,0.0138882,,,,,,0.014027343,0.01388819,-4.3022E-08,1.01232E-08
17237.2,0.0140111,0.0138723,,,,,,0.014011168,0.013872334,-6.80252E-08,-3.40231E-08
17257.3,0.013995,0.0138565,,,,,,0.01399495,0.013856435,5.0307E-08,6.46751E-08
17277.3,0.0139789,0.0138407,,,,,,0.013978849,0.013840652,5.07271E-08,4.81458E-08
17297.3,0.0139628,0.0138249,,,,,,0.013962786,0.013824904,1.41446E-08,-4.29958E-09
17317.3,0.0139467,0.0138092,,,,,,0.013946759,0.013809193,-5.93133E-08,7.4614E-09
17337.3,0.0139307,0.0137935,,,,,,0.01393077,0.013793516,-6.95197E-08,-1.64494E-08
17357.4,0.0139148,0.0137778,,,,,,0.013914737,0.013777798,6.33257E-08,2.20304E-09
17377.4,0.0138988,0.0137622,,,,,,0.01389882,0.013762193,-2.01817E-08,7.13541E-09
17397.4,0.0138829,0.0137466,,,,,,0.01388294,0.013746623,-4.00599E-08,-2.3241E-08
17417.4,0.0138671,0.0137311,,,,,,0.013867096,0.013731089,3.81559E-09,1.11936E-08
17437.4,0.0138513,0.0137156,,,,,,0.013851288,0.013715589,1.15687E-08,1.05582E-08
17457.5,0.0138355,0.0137001,,,,,,0.013835438,0.013700048,6.20914E-08,5.22061E-08
17477.5,0.0138197,0.0136846,,,,,,0.013819702,0.013684618,-2.2097E-09,-1.83876E-08
17497.5,0.013804,0.0136692,,,,,,0.013804002,0.013669224,-2.26403E-09,-2.36963E-08
17517.5,0.0137883,0.0136539,,,,,,0.013788338,0.013653864,-3.79499E-08,3.6397E-08
17537.5,0.0137727,0.0136385,,,,,,0.013772709,0.013638538,-9.14614E-09,-3.79912E-08
17557.6,0.0137571,0.0136232,,,,,,0.013757038,0.01362317,6.21462E-08,2.96252E-08
17577.6,0.0137415,0.0136079,,,,,,0.01374148,0.013607914,2.01144E-08,-1.35496E-08
17597.6,0.013726,0.0135927,,,,,,0.013725957,0.013592691,4.29331E-08,9.14108E-09
17617.6,0.0137105,0.0135775,,,,,,0.013710469,0.013577502,3.07212E-08,-2.18835E-09
17637.6,0.013695,0.0135623,,,,,,0.013695016,0.013562347,-1.64029E-08,-4.7424E-08
17657.7,0.0136796,0.0135472,,,,,,0.013679521,0.013547151,7.8682E-08,4.90677E-08
17677.7,0.0136642,0.0135321,,,,,,0.013664138,0.013532064,6.19138E-08,3.61913E-08
17697.7,0.0136488,0.013517,,,,,,0.013648789,0.01351701,1.05862E-08,-1.02521E-08
17717.7,0.0136335,0.013502,,,,,,0.013633475,0.01350199,2.48155E-08,9.84951E-09
17737.7,0.0136182,0.013487,,,,,,0.013618195,0.013487003,4.71749E-09,-3.39253E-09
17757.8,0.0136029,0.013472,,,,,,0.013602873,0.013471975,2.65502E-08,2.4817E-08
17777.8,0.0135877,0.0134571,,,,,,0.013587662,0.013457055,3.79729E-08,4.50546E-08
17797.8,0.0135725,0.0134422,,,,,,0.013572485,0.013442168,1.54131E-08,3.22804E-08
17817.8,0.0135573,0.0134273,,,,,,0.013557341,0.013427313,-4.10152E-08,-1.33962E-08
17837.8,0.0135422,0.0134125,,,,,,0.013542231,0.013412492,-3.1199E-08,8.13374E-09
17857.9,0.0135271,0.0133977,,,,,,0.01352708,0.013397629,2.02712E-08,7.0841E-08
17877.9,0.0135121,0.0133829,,,,,,0.013512037,0.013382873,6.2747E-08,2.69464E-08
17897.9,0.013497,0.0133682,,,,,,0.013497028,0.013368149,-2.81953E-08,5.0583E-08
17917.9,0.013482,0.0133534,,,,,,0.013482052,0.013353458,-5.24445E-08,-5.81424E-08
17937.9,0.0134671,0.0133388,,,,,,0.01346711,0.013338799,-9.88982E-09,8.77025E-10
17958,0.0134522,0.0133241,,,,,,0.013452126,0.013324099,7.40434E-08,8.01007E-10
17978,0.0134373,0.0133095,,,,,,0.01343725,0.013309505,5.03715E-08,-4.53224E-09
17998,0.0134224,0.0132949,,,,,,0.013422406,0.013294942,-6.16676E-09,-4.18033E-08
18018,0.0134076,0.0132804,,,,,,0.013407595,0.013280411,4.53754E-09,-1.09074E-08
18038,0.0133928,0.0132659,,,,,,0.013392817,0.013265912,-1.74073E-08,-1.17404E-08
18058.1,0.013378,0.0132514,,,,,,0.013377998,0.013251372,1.75245E-09,2.806E-08
18078.1,0.0133633,0.013237,,,,,,0.013363285,0.013236936,1.46704E-08,6.3923E-08
18098.1,0.0133486,0.0132225,,,,,,0.013348605,0.013222532,-4.73825E-09,-3.16322E-08
18118.1,0.0133339,0.0132081,,,,,,0.013333956,0.013208159,-5.6367E-08,-5.85033E-08
18138.1,0.0133193,0.0131938,,,,,,0.01331934,0.013193817,-4.01099E-08,-1.65881E-08
18158.2,0.0133047,0.0131795,,,,,,0.013304683,0.013179434,1.69796E-08,6.56909E-08
18178.2,0.0132901,0.0131652,,,,,,0.013290131,0.013165155,-3.08349E-08,4.5328E-08
18198.2,0.0132756,0.0131509,,,,,,0.01327561,0.013150906,-1.04479E-08,-5.94478E-09
18218.2,0.0132611,0.0131367,,,,,,0.013261122,0.013136688,-2.17553E-08,1.19728E-08
18238.2,0.0132466,0.0131225,,,,,,0.013246665,0.013122501,-6.46535E-08,-8.1942E-10
18258.3,0.0132322,0.0131083,,,,,,0.013232167,0.013108274,3.30098E-08,2.64842E-08
18278.3,0.0132178,0.0130942,,,,,,0.013217773,0.013094148,2.70826E-08,5.24178E-08
18298.3,0.0132034,0.0130801,,,,,,0.01320341,0.013080052,-1.01267E-08,4.79389E-08
18318.3,0.0131891,0.013066,,,,,,0.013189079,0.013065987,2.1484E-08,1.31458E-08
18338.3,0.0131748,0.0130519,,,,,,0.013174778,0.013051952,2.20159E-08,-5.18641E-08
18358.4,0.0131605,0.0130379,,,,,,0.013160437,0.013037877,6.28402E-08,2.29556E-08
18378.4,0.0131462,0.0130239,,,,,,0.013146199,0.013023902,1.36315E-09,-2.34594E-09
18398.4,0.013132,0.01301,,,,,,0.013131991,0.013009958,9.10951E-09,4.24269E-08
18418.4,0.0131178,0.012996,,,,,,0.013117814,0.012996043,-1.3821E-08,-4.26298E-08
18438.4,0.0131036,0.0129821,,,,,,0.013103667,0.012982157,-6.73292E-08,-5.74205E-08
18458.5,0.0130895,0.0129683,,,,,,0.013089481,0.012968233,1.91875E-08,6.73535E-08
18478.5,0.0130754,0.0129544,,,,,,0.013075395,0.012954407,4.66851E-09,-6.76737E-09
18498.5,0.0130613,0.0129406,,,,,,0.01306134,0.01294061,-4.01325E-08,-1.03374E-08
18518.5,0.0130473,0.0129268,,,,,,0.013047315,0.012926843,-1.51179E-08,-4.32625E-08
18538.5,0.0130333,0.0129131,,,,,,0.01303332,0.012913105,-2.01906E-08,-5.44916E-09
18558.6,0.0130193,0.0128994,,,,,,0.013019286,0.012899328,1.44957E-08,7.1666E-08
18578.6,0.0130054,0.0128857,,,,,,0.013005351,0.012885649,4.93889E-08,5.10903E-08
18598.6,0.0129914,0.012872,,,,,,0.012991446,0.012871998,-4.55157E-08,1.532E-09
18618.6,0.0129776,0.0128584,,,,,,0.01297757,0.012858377,2.98772E-08,2.3083E-08
18638.6,0.0129637,0.0128448,,,,,,0.012963724,0.012844784,-2.43372E-08,1.5835E-08
18658.7,0.0129499,0.0128312,,,,,,0.012949839,0.012831152,6.09431E-08,4.76275E-08
18678.7,0.0129361,0.0128176,,,,,,0.012936052,0.012817617,4.76507E-08,-1.70881E-08
18698.7,0.0129223,0.0128041,,,,,,0.012922295,0.01280411,5.0342E-09,-1.03298E-08
18718.7,0.0129086,0.0127906,,,,,,0.012908567,0.012790632,3.31871E-08,-3.20073E-08
18738.7,0.0128948,0.0127772,,,,,,0.012894868,0.012777182,-6.77977E-08,1.79689E-08
18758.8,0.0128812,0.0127637,,,,,,0.01288113,0.012763693,7.04497E-08,6.72588E-09
18778.8,0.0128675,0.0127503,,,,,,0.012867489,0.0127503,1.13229E-08,1.36577E-10
18798.8,0.0128539,0.0127369,,,,,,0.012853877,0.012736935,2.33358E-08,-3.45317E-08
18818.8,0.0128403,0.0127236,,,,,,0.012840293,0.012723597,6.57989E-09,2.80938E-09
18838.8,0.0128267,0.0127103,,,,,,0.012826739,0.012710288,-3.88537E-08,1.22475E-08
18858.9,0.0128132,0.012697,,,,,,0.012813145,0.01269694,5.46839E-08,6.02086E-08
18878.9,0.0127997,0.0126837,,,,,,0.012799648,0.012683686,5.20244E-08,1.39646E-08
18898.9,0.0127862,0.0126705,,,,,,0.012786179,0.01267046,2.09587E-08,4.00795E-08
18918.9,0.0127727,0.0126572,,,,,,0.012772738,0.012657261,-3.84236E-08,-6.13604E-08
18938.9,0.0127593,0.0126441,,,,,,0.012759326,0.01264409,-2.60334E-08,9.731E-09
18959,0.0127459,0.0126309,,,,,,0.012745875,0.012630881,2.50689E-08,1.90892E-08
18979,0.0127325,0.0126178,,,,,,0.012732519,0.012617765,-1.88696E-08,3.53634E-08
18999,0.0127192,0.0126047,,,,,,0.012719191,0.012604676,9.23016E-09,2.44253E-08
19019,0.0127059,0.0125916,,,,,,0.012705891,0.012591614,9.45606E-09,-1.36406E-08
19039,0.0126926,0.0125786,,,,,,0.012692618,0.012578579,-1.81046E-08,2.12499E-08
19059.1,0.0126793,0.0125655,,,,,,0.012679307,0.012565506,-7.21059E-09,-5.8471E-09
19079.1,0.0126661,0.0125525,,,,,,0.01266609,0.012552525,9.77838E-09,-2.49265E-08
19099.1,0.0126529,0.0125396,,,,,,0.012652901,0.012539571,-7.58908E-10,2.92017E-08
19119.1,0.0126397,0.0125266,,,,,,0.012639739,0.012526643,-3.87365E-08,-4.33797E-08
19139.1,0.0126266,0.0125137,,,,,,0.012626604,0.012513743,-4.069E-09,-4.25882E-08
19159.2,0.0126135,0.0125008,,,,,,0.012613431,0.012500804,6.87975E-08,-4.03695E-09
19179.2,0.0126004,0.012488,,,,,,0.012600351,0.012487956,4.8875E-08,4.36145E-08
19199.2,0.0125873,0.0124751,,,,,,0.012587298,0.012475135,1.85254E-09,-3.51152E-08
19219.2,0.0125743,0.0124623,,,,,,0.012574272,0.01246234,2.78143E-08,-4.01449E-08
19239.2,0.0125612,0.0124495,,,,,,0.012561273,0.012449571,-7.31558E-08,-7.13937E-08
19259.3,0.0125483,0.0124368,,,,,,0.012548236,0.012436765,6.38191E-08,3.48664E-08
19279.3,0.0125353,0.0124241,,,,,,0.012535291,0.012424049,9.10139E-09,5.12905E-08
19299.3,0.0125224,0.0124114,,,,,,0.012522372,0.012411358,2.77014E-08,4.17363E-08
19319.3,0.0125095,0.0123987,,,,,,0.01250948,0.012398694,1.97016E-08,6.28356E-09
19339.3,0.0124966,0.012386,,,,,,0.012496615,0.012386055,-1.4816E-08,-5.49887E-08
19359.4,0.0124837,0.0123734,,,,,,0.012483712,0.012373379,-1.16408E-08,2.09989E-08
19379.4,0.0124709,0.0123608,,,,,,0.012470899,0.012360792,9.19365E-10,8.1959E-09
19399.4,0.0124581,0.0123482,,,,,,0.012458113,0.01234823,-1.27937E-08,-3.01905E-08
19419.4,0.0124453,0.0123357,,,,,,0.012445353,0.012335694,-5.26992E-08,5.91767E-09
19439.4,0.0124326,0.0123232,,,,,,0.012432619,0.012323183,-1.87168E-08,1.65979E-08
19459.5,0.0124199,0.0123107,,,,,,0.012419847,0.012310636,5.27081E-08,6.42907E-08
19479.5,0.0124072,0.0122982,,,,,,0.012407165,0.012298176,3.45768E-08,2.42206E-08
19499.5,0.0123945,0.0122857,,,,,,0.012394509,0.012285741,-9.42699E-09,-4.10461E-08
19519.5,0.0123819,0.0122733,,,,,,0.012381879,0.012273331,2.07759E-08,-3.1433E-08
19539.5,0.0123692,0.0122609,,,,,,0.012369275,0.012260947,-7.47358E-08,-4.68641E-08
19559.6,0.0123567,0.0122486,,,,,,0.012356633,0.012248526,6.69465E-08,7.44717E-08
19579.6,0.0123441,0.0122362,,,,,,0.01234408,0.012236191,2.01131E-08,9.05493E-09
19599.6,0.0123316,0.0122239,,,,,,0.012331552,0.012223881,4.78E-08,1.88206E-08
19619.6,0.012319,0.0122116,,,,,,0.01231905,0.012211596,-4.99154E-08,3.84362E-09
19639.6,0.0123065,0.0121993,,,,,,0.012306573,0.012199336,-7.29559E-08,-3.58015E-08
19659.7,0.0122941,0.0121871,,,,,,0.012294059,0.012187039,4.09507E-08,6.10765E-08
19679.7,0.0122816,0.0121748,,,,,,0.012281633,0.012174828,-3.26353E-08,-2.7805E-08
19699.7,0.0122692,0.0121626,,,,,,0.012269231,0.012162641,-3.13164E-08,-4.11325E-08
19719.7,0.0122568,0.0121505,,,,,,0.012256855,0.012150479,-5.50165E-08,2.11674E-08
19739.7,0.0122445,0.0121383,,,,,,0.012244504,0.012138341,-3.66009E-09,-4.08324E-08
19759.8,0.0122321,0.0121262,,,,,,0.012232116,0.012126167,-1.56017E-08,3.3449E-08
19779.8,0.0122198,0.0121141,,,,,,0.012219814,0.012114077,-1.40303E-08,2.29474E-08
19799.8,0.0122075,0.012102,,,,,,0.012207537,0.012102012,-3.71768E-08,-1.16362E-08
19819.8,0.0121953,0.01209,,,,,,0.012195285,0.01208997,1.5033E-08,2.97703E-08
19839.8,0.012183,0.0120779,,,,,,0.012183057,0.012077953,-5.73265E-08,-5.27616E-08
19859.9,0.0121708,0.0120659,,,,,,0.012170793,0.012065899,6.77261E-09,7.47543E-10
19879.9,0.0121586,0.0120539,,,,,,0.012158615,0.01205393,-1.46266E-08,-2.95663E-08
19899.9,0.0121465,0.012042,,,,,,0.01214646,0.012041984,3.96258E-08,1.63949E-08
19919.9,0.0121343,0.01203,,,,,,0.01213433,0.012030061,-3.03973E-08,-6.12984E-08
19939.9,0.0121222,0.0120181,,,,,,0.012122225,0.012018163,-2.46234E-08,-6.2576E-08
19960,0.0121101,0.0120063,,,,,,0.012110083,0.012006228,1.73678E-08,7.19491E-08
19980,0.012098,0.0119944,,,,,,0.012098025,0.011994376,-2.51672E-08,2.35953E-08
20000,0.012086,0.0119825,,,,,,0.012085992,0.011982548,8.31143E-09,-4.81335E-08
