Function,Concentration,Predicted
1,19980,0.012098
1,20000,0.012086
2,0,1.29278
2,20.02,0.81758
2,40.04,0.761694
2,60.0601,0.715429
2,80.0801,0.675029
2,100.1,0.639155
2,120.12,0.606995
2,140.14,0.577965
2,160.16,0.551612
2,180.18,0.527575
2,200.2,0.505557
2,220.22,0.48531
2,240.24,0.466627
2,260.26,0.449333
2,280.28,0.433278
2,300.3,0.418333
2,320.32,0.404385
2,340.34,0.391339
2,360.36,0.37911
2,380.38,0.367622
2,400.4,0.356811
2,420.42,0.346617
2,440.44,0.336991
2,460.46,0.327885
2,480.48,0.319258
2,500.501,0.311074
2,520.521,0.303299
2,540.541,0.295904
2,560.561,0.28886
2,580.581,0.282145
2,600.601,0.275734
2,620.621,0.269609
2,640.641,0.26375
2,660.661,0.25814
2,680.681,0.252763
2,700.701,0.247607
2,720.721,0.242656
2,740.741,0.2379
2,760.761,0.233326
2,780.781,0.228926
2,800.801,0.224688
2,820.821,0.220604
2,840.841,0.216666
2,860.861,0.212866
2,880.881,0.209197
2,900.901,0.205652
2,920.921,0.202226
2,940.941,0.198912
2,960.961,0.195705
2,980.981,0.192599
2,1001,0.189591
2,1021.02,0.186675
2,1041.04,0.183848
2,1061.06,0.181104
2,1081.08,0.178442
2,1101.1,0.175857
2,1121.12,0.173345
2,1141.14,0.170904
2,1161.16,0.168531
2,1181.18,0.166224
2,1201.2,0.163978
2,1221.22,0.161792
2,1241.24,0.159664
2,1261.26,0.157591
2,1281.28,0.155571
2,1301.3,0.153603
2,1321.32,0.151683
2,1341.34,0.149811
2,1361.36,0.147985
2,1381.38,0.146202
2,1401.4,0.144462
2,1421.42,0.142763
2,1441.44,0.141103
2,1461.46,0.139482
2,1481.48,0.137897
2,1501.5,0.136348
2,1521.52,0.134834
2,1541.54,0.133353
2,1561.56,0.131903
2,1581.58,0.130485
2,1601.6,0.129098
2,1621.62,0.127739
2,1641.64,0.126409
2,1661.66,0.125106
2,1681.68,0.12383
2,1701.7,0.122579
2,1721.72,0.121354
2,1741.74,0.120152
2,1761.76,0.118975
2,1781.78,0.11782
2,1801.8,0.116687
2,1821.82,0.115576
2,1841.84,0.114486
2,1861.86,0.113417
2,1881.88,0.112367
2,1901.9,0.111336
2,1921.92,0.110324
2,1941.94,0.10933
2,1961.96,0.108354
2,1981.98,0.107396
2,2002,0.106454
2,2022.02,0.105528
2,2042.04,0.104619
2,2062.06,0.103725
2,2082.08,0.102846
2,2102.1,0.101982
2,2122.12,0.101132
2,2142.14,0.100297
2,2162.16,0.0994748
2,2182.18,0.0986662
2,2202.2,0.0978707
2,2222.22,0.0970879
2,2242.24,0.0963175
2,2262.26,0.0955592
2,2282.28,0.0948128
2,2302.3,0.094078
2,2322.32,0.0933545
2,2342.34,0.092642
2,2362.36,0.0919403
2,2382.38,0.0912491
2,2402.4,0.0905683
2,2422.42,0.0898975
2,2442.44,0.0892367
2,2462.46,0.0885854
2,2482.48,0.0879436
2,2502.5,0.0873111
2,2522.52,0.0866875
2,2542.54,0.0860728
2,2562.56,0.0854668
2,2582.58,0.0848692
2,2602.6,0.08428
2,2622.62,0.0836988
2,2642.64,0.0831257
2,2662.66,0.0825603
2,2682.68,0.0820025
2,2702.7,0.0814523
2,2722.72,0.0809094
2,2742.74,0.0803736
2,2762.76,0.079845
2,2782.78,0.0793232
2,2802.8,0.0788082
2,2822.82,0.0782998
2,2842.84,0.077798
2,2862.86,0.0773026
2,2882.88,0.0768134
2,2902.9,0.0763304
2,2922.92,0.0758534
2,2942.94,0.0753823
2,2962.96,0.0749171
2,2982.98,0.0744575
2,3003,0.0740036
2,3023.02,0.0735552
2,3043.04,0.0731121
2,3063.06,0.0726744
2,3083.08,0.0722419
2,3103.1,0.0718145
2,3123.12,0.0713921
2,3143.14,0.0709747
2,3163.16,0.0705621
2,3183.18,0.0701543
2,3203.2,0.0697512
2,3223.22,0.0693526
2,3243.24,0.0689587
2,3263.26,0.0685691
2,3283.28,0.068184
2,3303.3,0.0678031
2,3323.32,0.0674265
2,3343.34,0.067054
2,3363.36,0.0666856
2,3383.38,0.0663213
2,3403.4,0.0659609
2,3423.42,0.0656044
2,3443.44,0.0652517
2,3463.46,0.0649029
2,3483.48,0.0645577
2,3503.5,0.0642162
2,3523.52,0.0638782
2,3543.54,0.0635438
2,3563.56,0.0632129
2,3583.58,0.0628854
2,3603.6,0.0625613
2,3623.62,0.0622405
2,3643.64,0.061923
2,3663.66,0.0616087
2,3683.68,0.0612976
2,3703.7,0.0609897
2,3723.72,0.0606847
2,3743.74,0.0603829
2,3763.76,0.060084
2,3783.78,0.059788
2,3803.8,0.059495
2,3823.82,0.0592048
2,3843.84,0.0589175
2,3863.86,0.0586329
2,3883.88,0.058351
2,3903.9,0.0580719
2,3923.92,0.0577954
2,3943.94,0.0575215
2,3963.96,0.0572502
2,3983.98,0.0569815
2,4004,0.0567152
2,4024.02,0.0564515
2,4044.04,0.0561901
2,4064.06,0.0559312
2,4084.08,0.0556747
2,4104.1,0.0554205
2,4124.12,0.0551686
2,4144.14,0.054919
2,4164.16,0.0546717
2,4184.18,0.0544265
2,4204.2,0.0541836
2,4224.22,0.0539428
2,4244.24,0.0537042
2,4264.26,0.0534676
2,4284.28,0.0532331
2,4304.3,0.0530007
2,4324.32,0.0527703
2,4344.34,0.0525419
2,4364.36,0.0523154
2,4384.38,0.0520909
2,4404.4,0.0518683
2,4424.42,0.0516476
2,4444.44,0.0514288
2,4464.46,0.0512119
2,4484.48,0.0509967
2,4504.5,0.0507834
2,4524.52,0.0505718
2,4544.54,0.050362
2,4564.56,0.0501539
2,4584.58,0.0499475
2,4604.6,0.0497428
2,4624.62,0.0495398
2,4644.64,0.0493385
2,4664.66,0.0491387
2,4684.68,0.0489406
2,4704.7,0.0487441
2,4724.72,0.0485491
2,4744.74,0.0483557
2,4764.76,0.0481639
2,4784.78,0.0479735
2,4804.8,0.0477847
2,4824.82,0.0475973
2,4844.84,0.0474114
2,4864.86,0.0472269
2,4884.88,0.0470439
2,4904.9,0.0468623
2,4924.92,0.0466821
2,4944.94,0.0465032
2,4964.96,0.0463257
2,4984.98,0.0461496
2,5005.01,0.0459748
2,5025.03,0.0458014
2,5045.05,0.0456292
2,5065.07,0.0454583
2,5085.09,0.0452887
2,5105.11,0.0451204
2,5125.13,0.0449533
2,5145.15,0.0447874
2,5165.17,0.0446228
2,5185.19,0.0444593
2,5205.21,0.0442971
2,5225.23,0.044136
2,5245.25,0.0439761
2,5265.27,0.0438174
2,5285.29,0.0436598
2,5305.31,0.0435033
2,5325.33,0.043348
2,5345.35,0.0431937
2,5365.37,0.0430406
2,5385.39,0.0428885
2,5405.41,0.0427375
2,5425.43,0.0425875
2,5445.45,0.0424386
2,5465.47,0.0422908
2,5485.49,0.042144
2,5505.51,0.0419981
2,5525.53,0.0418533
2,5545.55,0.0417095
2,5565.57,0.0415667
2,5585.59,0.0414249
2,5605.61,0.041284
2,5625.63,0.041144
2,5645.65,0.041005
2,5665.67,0.040867
2,5685.69,0.0407299
2,5705.71,0.0405937
2,5725.73,0.0404584
2,5745.75,0.040324
2,5765.77,0.0401905
2,5785.79,0.0400578
2,5805.81,0.0399261
2,5825.83,0.0397952
2,5845.85,0.0396651
2,5865.87,0.0395359
2,5885.89,0.0394076
2,5905.91,0.0392801
2,5925.93,0.0391534
2,5945.95,0.0390275
2,5965.97,0.0389024
2,5985.99,0.0387781
2,6006.01,0.0386546
2,6026.03,0.0385319
2,6046.05,0.03841
2,6066.07,0.0382889
2,6086.09,0.0381685
2,6106.11,0.0380488
2,6126.13,0.0379299
2,6146.15,0.0378118
2,6166.17,0.0376944
2,6186.19,0.0375777
2,6206.21,0.0374617
2,6226.23,0.0373464
2,6246.25,0.0372319
2,6266.27,0.037118
2,6286.29,0.0370049
2,6306.31,0.0368924
2,6326.33,0.0367806
2,6346.35,0.0366695
2,6366.37,0.0365591
2,6386.39,0.0364493
2,6406.41,0.0363402
2,6426.43,0.0362317
2,6446.45,0.0361239
2,6466.47,0.0360167
2,6486.49,0.0359102
2,6506.51,0.0358042
2,6526.53,0.0356989
2,6546.55,0.0355943
2,6566.57,0.0354902
2,6586.59,0.0353867
2,6606.61,0.0352839
2,6626.63,0.0351816
2,6646.65,0.0350799
2,6666.67,0.0349789
2,6686.69,0.0348783
2,6706.71,0.0347784
2,6726.73,0.0346791
2,6746.75,0.0345803
2,6766.77,0.034482
2,6786.79,0.0343844
2,6806.81,0.0342872
2,6826.83,0.0341907
2,6846.85,0.0340946
2,6866.87,0.0339991
2,6886.89,0.0339042
2,6906.91,0.0338097
2,6926.93,0.0337158
2,6946.95,0.0336224
2,6966.97,0.0335296
2,6986.99,0.0334372
2,7007.01,0.0333454
2,7027.03,0.033254
2,7047.05,0.0331632
2,7067.07,0.0330728
2,7087.09,0.0329829
2,7107.11,0.0328936
2,7127.13,0.0328047
2,7147.15,0.0327162
2,7167.17,0.0326283
2,7187.19,0.0325408
2,7207.21,0.0324538
2,7227.23,0.0323673
2,7247.25,0.0322812
2,7267.27,0.0321956
2,7287.29,0.0321104
2,7307.31,0.0320257
2,7327.33,0.0319414
2,7347.35,0.0318576
2,7367.37,0.0317742
2,7387.39,0.0316913
2,7407.41,0.0316087
2,7427.43,0.0315267
2,7447.45,0.031445
2,7467.47,0.0313637
2,7487.49,0.0312829
2,7507.51,0.0312025
2,7527.53,0.0311225
2,7547.55,0.0310429
2,7567.57,0.0309637
2,7587.59,0.0308849
2,7607.61,0.0308066
2,7627.63,0.0307286
2,7647.65,0.030651
2,7667.67,0.0305738
2,7687.69,0.030497
2,7707.71,0.0304205
2,7727.73,0.0303445
2,7747.75,0.0302688
2,7767.77,0.0301935
2,7787.79,0.0301186
2,7807.81,0.0300441
2,7827.83,0.0299699
2,7847.85,0.0298961
2,7867.87,0.0298226
2,7887.89,0.0297495
2,7907.91,0.0296768
2,7927.93,0.0296044
2,7947.95,0.0295324
2,7967.97,0.0294607
2,7987.99,0.0293894
2,8008.01,0.0293184
2,8028.03,0.0292478
2,8048.05,0.0291775
2,8068.07,0.0291075
2,8088.09,0.0290379
2,8108.11,0.0289686
2,8128.13,0.0288996
2,8148.15,0.028831
2,8168.17,0.0287627
2,8188.19,0.0286947
2,8208.21,0.028627
2,8228.23,0.0285596
2,8248.25,0.0284926
2,8268.27,0.0284259
2,8288.29,0.0283595
2,8308.31,0.0282934
2,8328.33,0.0282276
2,8348.35,0.0281621
2,8368.37,0.0280969
2,8388.39,0.028032
2,8408.41,0.0279674
2,8428.43,0.0279031
2,8448.45,0.0278391
2,8468.47,0.0277754
2,8488.49,0.027712
2,8508.51,0.0276489
2,8528.53,0.0275861
2,8548.55,0.0275235
2,8568.57,0.0274613
2,8588.59,0.0273993
2,8608.61,0.0273376
2,8628.63,0.0272761
2,8648.65,0.027215
2,8668.67,0.0271541
2,8688.69,0.0270935
2,8708.71,0.0270332
2,8728.73,0.0269731
2,8748.75,0.0269133
2,8768.77,0.0268537
2,8788.79,0.0267945
2,8808.81,0.0267355
2,8828.83,0.0266767
2,8848.85,0.0266182
2,8868.87,0.02656
2,8888.89,0.026502
2,8908.91,0.0264442
2,8928.93,0.0263868
2,8948.95,0.0263295
2,8968.97,0.0262725
2,8988.99,0.0262158
2,9009.01,0.0261593
2,9029.03,0.026103
2,9049.05,0.026047
2,9069.07,0.0259913
2,9089.09,0.0259357
2,9109.11,0.0258804
2,9129.13,0.0258254
2,9149.15,0.0257705
2,9169.17,0.0257159
2,9189.19,0.0256616
2,9209.21,0.0256074
2,9229.23,0.0255535
2,9249.25,0.0254999
2,9269.27,0.0254464
2,9289.29,0.0253932
2,9309.31,0.0253402
2,9329.33,0.0252874
2,9349.35,0.0252348
2,9369.37,0.0251825
2,9389.39,0.0251303
2,9409.41,0.0250784
2,9429.43,0.0250267
2,9449.45,0.0249752
2,9469.47,0.0249239
2,9489.49,0.0248728
2,9509.51,0.024822
2,9529.53,0.0247713
2,9549.55,0.0247209
2,9569.57,0.0246706
2,9589.59,0.0246206
2,9609.61,0.0245708
2,9629.63,0.0245211
2,9649.65,0.0244717
2,9669.67,0.0244225
2,9689.69,0.0243734
2,9709.71,0.0243246
2,9729.73,0.0242759
2,9749.75,0.0242275
2,9769.77,0.0241792
2,9789.79,0.0241312
2,9809.81,0.0240833
2,9829.83,0.0240356
2,9849.85,0.0239881
2,9869.87,0.0239408
2,9889.89,0.0238937
2,9909.91,0.0238467
2,9929.93,0.0238
2,9949.95,0.0237534
2,9969.97,0.023707
2,9989.99,0.0236608
2,10010,0.0236148
2,10030,0.0235689
2,10050.1,0.0235232
2,10070.1,0.0234777
2,10090.1,0.0234324
2,10110.1,0.0233873
2,10130.1,0.0233423
2,10150.2,0.0232975
2,10170.2,0.0232529
2,10190.2,0.0232084
2,10210.2,0.0231641
2,10230.2,0.02312
2,10250.3,0.023076
2,10270.3,0.0230323
2,10290.3,0.0229886
2,10310.3,0.0229452
2,10330.3,0.0229019
2,10350.4,0.0228588
2,10370.4,0.0228158
2,10390.4,0.022773
2,10410.4,0.0227304
2,10430.4,0.0226879
2,10450.5,0.0226455
2,10470.5,0.0226034
2,10490.5,0.0225614
2,10510.5,0.0225195
2,10530.5,0.0224778
2,10550.6,0.0224363
2,10570.6,0.0223949
2,10590.6,0.0223536
2,10610.6,0.0223125
2,10630.6,0.0222716
2,10650.7,0.0222308
2,10670.7,0.0221902
2,10690.7,0.0221497
2,10710.7,0.0221093
2,10730.7,0.0220691
2,10750.8,0.0220291
2,10770.8,0.0219892
2,10790.8,0.0219494
2,10810.8,0.0219098
2,10830.8,0.0218703
2,10850.9,0.021831
2,10870.9,0.0217918
2,10890.9,0.0217528
2,10910.9,0.0217138
2,10930.9,0.0216751
2,10951,0.0216364
2,10971,0.0215979
2,10991,0.0215596
2,11011,0.0215214
2,11031,0.0214833
2,11051.1,0.0214453
2,11071.1,0.0214075
2,11091.1,0.0213698
2,11111.1,0.0213323
2,11131.1,0.0212948
2,11151.2,0.0212575
2,11171.2,0.0212204
2,11191.2,0.0211833
2,11211.2,0.0211464
2,11231.2,0.0211097
2,11251.3,0.021073
2,11271.3,0.0210365
2,11291.3,0.0210001
2,11311.3,0.0209638
2,11331.3,0.0209277
2,11351.4,0.0208917
2,11371.4,0.0208558
2,11391.4,0.02082
2,11411.4,0.0207844
2,11431.4,0.0207488
2,11451.5,0.0207134
2,11471.5,0.0206781
2,11491.5,0.020643
2,11511.5,0.0206079
2,11531.5,0.020573
2,11551.6,0.0205382
2,11571.6,0.0205035
2,11591.6,0.0204689
2,11611.6,0.0204345
2,11631.6,0.0204001
2,11651.7,0.0203659
2,11671.7,0.0203318
2,11691.7,0.0202978
2,11711.7,0.0202639
2,11731.7,0.0202301
2,11751.8,0.0201965
2,11771.8,0.0201629
2,11791.8,0.0201295
2,11811.8,0.0200962
2,11831.8,0.020063
2,11851.9,0.0200298
2,11871.9,0.0199969
2,11891.9,0.019964
2,11911.9,0.0199312
2,11931.9,0.0198985
2,11952,0.0198659
2,11972,0.0198335
2,11992,0.0198011
2,12012,0.0197689
2,12032,0.0197367
2,12052.1,0.0197047
2,12072.1,0.0196728
2,12092.1,0.0196409
2,12112.1,0.0196092
2,12132.1,0.0195776
2,12152.2,0.0195461
2,12172.2,0.0195146
2,12192.2,0.0194833
2,12212.2,0.0194521
2,12232.2,0.019421
2,12252.3,0.0193899
2,12272.3,0.019359
2,12292.3,0.0193282
2,12312.3,0.0192975
2,12332.3,0.0192668
2,12352.4,0.0192363
2,12372.4,0.0192059
2,12392.4,0.0191755
2,12412.4,0.0191453
2,12432.4,0.0191151
2,12452.5,0.0190851
2,12472.5,0.0190551
2,12492.5,0.0190253
2,12512.5,0.0189955
2,12532.5,0.0189658
2,12552.6,0.0189362
2,12572.6,0.0189067
2,12592.6,0.0188773
2,12612.6,0.018848
2,12632.6,0.0188188
2,12652.7,0.0187897
2,12672.7,0.0187606
2,12692.7,0.0187317
2,12712.7,0.0187028
2,12732.7,0.018674
2,12752.8,0.0186454
2,12772.8,0.0186168
2,12792.8,0.0185883
2,12812.8,0.0185598
2,12832.8,0.0185315
2,12852.9,0.0185033
2,12872.9,0.0184751
2,12892.9,0.018447
2,12912.9,0.018419
2,12932.9,0.0183911
2,12953,0.0183633
2,12973,0.0183356
2,12993,0.0183079
2,13013,0.0182803
2,13033,0.0182528
2,13053.1,0.0182254
2,13073.1,0.0181981
2,13093.1,0.0181709
2,13113.1,0.0181437
2,13133.1,0.0181166
2,13153.2,0.0180896
2,13173.2,0.0180627
2,13193.2,0.0180359
2,13213.2,0.0180091
2,13233.2,0.0179824
2,13253.3,0.0179558
2,13273.3,0.0179293
2,13293.3,0.0179029
2,13313.3,0.0178765
2,13333.3,0.0178502
2,13353.4,0.017824
2,13373.4,0.0177979
2,13393.4,0.0177718
2,13413.4,0.0177458
2,13433.4,0.0177199
2,13453.5,0.0176941
2,13473.5,0.0176684
2,13493.5,0.0176427
2,13513.5,0.0176171
2,13533.5,0.0175915
2,13553.6,0.0175661
2,13573.6,0.0175407
2,13593.6,0.0175154
2,13613.6,0.0174901
2,13633.6,0.017465
2,13653.7,0.0174399
2,13673.7,0.0174149
2,13693.7,0.0173899
2,13713.7,0.017365
2,13733.7,0.0173402
2,13753.8,0.0173155
2,13773.8,0.0172908
2,13793.8,0.0172662
2,13813.8,0.0172417
2,13833.8,0.0172173
2,13853.9,0.0171929
2,13873.9,0.0171686
2,13893.9,0.0171443
2,13913.9,0.0171201
2,13933.9,0.017096
2,13954,0.017072
2,13974,0.017048
2,13994,0.0170241
2,14014,0.0170002
2,14034,0.0169765
2,14054.1,0.0169528
2,14074.1,0.0169291
2,14094.1,0.0169055
2,14114.1,0.016882
2,14134.1,0.0168586
2,14154.2,0.0168352
2,14174.2,0.0168119
2,14194.2,0.0167886
2,14214.2,0.0167654
2,14234.2,0.0167423
2,14254.3,0.0167193
2,14274.3,0.0166963
2,14294.3,0.0166733
2,14314.3,0.0166505
2,14334.3,0.0166277
2,14354.4,0.0166049
2,14374.4,0.0165822
2,14394.4,0.0165596
2,14414.4,0.016537
2,14434.4,0.0165145
2,14454.5,0.0164921
2,14474.5,0.0164697
2,14494.5,0.0164474
2,14514.5,0.0164252
2,14534.5,0.016403
2,14554.6,0.0163808
2,14574.6,0.0163588
2,14594.6,0.0163367
2,14614.6,0.0163148
2,14634.6,0.0162929
2,14654.7,0.016271
2,14674.7,0.0162493
2,14694.7,0.0162275
2,14714.7,0.0162059
2,14734.7,0.0161843
2,14754.8,0.0161627
2,14774.8,0.0161412
2,14794.8,0.0161198
2,14814.8,0.0160984
2,14834.8,0.0160771
2,14854.9,0.0160558
2,14874.9,0.0160346
2,14894.9,0.0160135
2,14914.9,0.0159924
2,14934.9,0.0159713
2,14955,0.0159503
2,14975,0.0159294
2,14995,0.0159085
2,15015,0.0158877
2,15035,0.0158669
2,15055.1,0.0158462
2,15075.1,0.0158256
2,15095.1,0.015805
2,15115.1,0.0157844
2,15135.1,0.0157639
2,15155.2,0.0157435
2,15175.2,0.0157231
2,15195.2,0.0157027
2,15215.2,0.0156824
2,15235.2,0.0156622
2,15255.3,0.015642
2,15275.3,0.0156219
2,15295.3,0.0156018
2,15315.3,0.0155818
2,15335.3,0.0155618
2,15355.4,0.0155419
2,15375.4,0.015522
2,15395.4,0.0155022
2,15415.4,0.0154824
2,15435.4,0.0154627
2,15455.5,0.015443
2,15475.5,0.0154234
2,15495.5,0.0154038
2,15515.5,0.0153843
2,15535.5,0.0153648
2,15555.6,0.0153454
2,15575.6,0.015326
2,15595.6,0.0153067
2,15615.6,0.0152874
2,15635.6,0.0152682
2,15655.7,0.015249
2,15675.7,0.0152299
2,15695.7,0.0152108
2,15715.7,0.0151918
2,15735.7,0.0151728
2,15755.8,0.0151538
2,15775.8,0.015135
2,15795.8,0.0151161
2,15815.8,0.0150973
2,15835.8,0.0150785
2,15855.9,0.0150598
2,15875.9,0.0150412
2,15895.9,0.0150226
2,15915.9,0.015004
2,15935.9,0.0149855
2,15956,0.014967
2,15976,0.0149486
2,15996,0.0149302
2,16016,0.0149118
2,16036,0.0148935
2,16056.1,0.0148753
2,16076.1,0.0148571
2,16096.1,0.0148389
2,16116.1,0.0148208
2,16136.1,0.0148027
2,16156.2,0.0147847
2,16176.2,0.0147667
2,16196.2,0.0147488
2,16216.2,0.0147309
2,16236.2,0.014713
2,16256.3,0.0146952
2,16276.3,0.0146774
2,16296.3,0.0146597
2,16316.3,0.014642
2,16336.3,0.0146244
2,16356.4,0.0146068
2,16376.4,0.0145892
2,16396.4,0.0145717
2,16416.4,0.0145543
2,16436.4,0.0145368
2,16456.5,0.0145194
2,16476.5,0.0145021
2,16496.5,0.0144848
2,16516.5,0.0144675
2,16536.5,0.0144503
2,16556.6,0.0144331
2,16576.6,0.014416
2,16596.6,0.0143989
2,16616.6,0.0143818
2,16636.6,0.0143648
2,16656.7,0.0143478
2,16676.7,0.0143309
2,16696.7,0.014314
2,16716.7,0.0142971
2,16736.7,0.0142803
2,16756.8,0.0142635
2,16776.8,0.0142468
2,16796.8,0.0142301
2,16816.8,0.0142134
2,16836.8,0.0141968
2,16856.9,0.0141802
2,16876.9,0.0141637
2,16896.9,0.0141472
2,16916.9,0.0141307
2,16936.9,0.0141143
2,16957,0.0140979
2,16977,0.0140815
2,16997,0.0140652
2,17017,0.0140489
2,17037,0.0140327
2,17057.1,0.0140165
2,17077.1,0.0140003
2,17097.1,0.0139842
2,17117.1,0.0139681
2,17137.1,0.013952
2,17157.2,0.013936
2,17177.2,0.01392
2,17197.2,0.0139041
2,17217.2,0.0138882
2,17237.2,0.0138723
2,17257.3,0.0138565
2,17277.3,0.0138407
2,17297.3,0.0138249
2,17317.3,0.0138092
2,17337.3,0.0137935
2,17357.4,0.0137778
2,17377.4,0.0137622
2,17397.4,0.0137466
2,17417.4,0.0137311
2,17437.4,0.0137156
2,17457.5,0.0137001
2,17477.5,0.0136846
2,17497.5,0.0136692
2,17517.5,0.0136539
2,17537.5,0.0136385
2,17557.6,0.0136232
2,17577.6,0.0136079
2,17597.6,0.0135927
2,17617.6,0.0135775
2,17637.6,0.0135623
2,17657.7,0.0135472
2,17677.7,0.0135321
2,17697.7,0.013517
2,17717.7,0.013502
2,17737.7,0.013487
2,17757.8,0.013472
2,17777.8,0.0134571
2,17797.8,0.0134422
2,17817.8,0.0134273
2,17837.8,0.0134125
2,17857.9,0.0133977
2,17877.9,0.0133829
2,17897.9,0.0133682
2,17917.9,0.0133534
2,17937.9,0.0133388
2,17958,0.0133241
2,17978,0.0133095
2,17998,0.0132949
2,18018,0.0132804
2,18038,0.0132659
2,18058.1,0.0132514
2,18078.1,0.013237
2,18098.1,0.0132225
2,18118.1,0.0132081
2,18138.1,0.0131938
2,18158.2,0.0131795
2,18178.2,0.0131652
2,18198.2,0.0131509
2,18218.2,0.0131367
2,18238.2,0.0131225
2,18258.3,0.0131083
2,18278.3,0.0130942
2,18298.3,0.0130801
2,18318.3,0.013066
2,18338.3,0.0130519
2,18358.4,0.0130379
2,18378.4,0.0130239
2,18398.4,0.01301
2,18418.4,0.012996
2,18438.4,0.0129821
2,18458.5,0.0129683
2,18478.5,0.0129544
2,18498.5,0.0129406
2,18518.5,0.0129268
2,18538.5,0.0129131
2,18558.6,0.0128994
2,18578.6,0.0128857
2,18598.6,0.012872
2,18618.6,0.0128584
2,18638.6,0.0128448
2,18658.7,0.0128312
2,18678.7,0.0128176
2,18698.7,0.0128041
2,18718.7,0.0127906
2,18738.7,0.0127772
2,18758.8,0.0127637
2,18778.8,0.0127503
2,18798.8,0.0127369
2,18818.8,0.0127236
2,18838.8,0.0127103
2,18858.9,0.012697
2,18878.9,0.0126837
2,18898.9,0.0126705
2,18918.9,0.0126572
2,18938.9,0.0126441
2,18959,0.0126309
2,18979,0.0126178
2,18999,0.0126047
2,19019,0.0125916
2,19039,0.0125786
2,19059.1,0.0125655
2,19079.1,0.0125525
2,19099.1,0.0125396
2,19119.1,0.0125266
2,19139.1,0.0125137
2,19159.2,0.0125008
2,19179.2,0.012488
2,19199.2,0.0124751
2,19219.2,0.0124623
2,19239.2,0.0124495
2,19259.3,0.0124368
2,19279.3,0.0124241
2,19299.3,0.0124114
2,19319.3,0.0123987
2,19339.3,0.012386
2,19359.4,0.0123734
2,19379.4,0.0123608
2,19399.4,0.0123482
2,19419.4,0.0123357
2,19439.4,0.0123232
2,19459.5,0.0123107
2,19479.5,0.0122982
2,19499.5,0.0122857
2,19519.5,0.0122733
2,19539.5,0.0122609
2,19559.6,0.0122486
2,19579.6,0.0122362
2,19599.6,0.0122239
2,19619.6,0.0122116
2,19639.6,0.0121993
2,19659.7,0.0121871
2,19679.7,0.0121748
2,19699.7,0.0121626
2,19719.7,0.0121505
2,19739.7,0.0121383
2,19759.8,0.0121262
2,19779.8,0.0121141
2,19799.8,0.012102
2,19819.8,0.01209
2,19839.8,0.0120779
2,19859.9,0.0120659
2,19879.9,0.0120539
2,19899.9,0.012042
2,19919.9,0.01203
2,19939.9,0.0120181
2,19960,0.0120063
2,19980,0.0119944
2,20000,0.0119825
